case_id,pipeline,modality,split,stratum,family,gold_status,repairable,method,predicted_cut,predicted_plan,predicted_cost,runtime_ms,optimal_set_membership,normalized_cost_regret,obligation_coverage,extra_elements,false_certification,full_recertification_success,partial_success,failed_steps,new_critical_violations,plan_cost,completed_steps
h10-c3:development:tabular-energy:00177,tabular-energy,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01570000131323468,False,0.125,1.0,1,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00177,tabular-energy,tabular,development,S4,schema_incompatibility,CERTIFIED_MULTIPLE_OPTIMA,True,full_fuzzyxai,"[""alternative-global-b""]","[""preflight-route"", ""alternative-global-b""]",4.0,0.126248000015039,True,0.0,1.0,0,False,True,False,0,0,4.2,2
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,schema_only,[],[],0,0.012634000086109154,False,0.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,simple_or,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe"", ""fallback-known-4""]",10.9,0.011852998795802705,False,0.0,1.0,6,True,False,False,6,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.016440999388578348,False,0.0,0.8,3,True,False,False,3,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.0166709996847203,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.025888999516610056,False,0.0,0.8,3,True,False,False,4,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01491900002292823,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.015098999938345514,False,0.0,0.8,2,True,False,False,2,0,0,0
h10-c3:development:tabular-energy:00178,tabular-energy,tabular,development,S5,preprocessing_mismatch,NON_REPAIRABLE,False,full_fuzzyxai,[],[],0.0,0.02114999915647786,False,0.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.013214999853516929,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,simple_or,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe"", ""fallback-known-4""]",10.9,0.015259000065270811,False,1.0,1.0,3,True,False,False,6,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,independent_if_else,"[""fallback-known-4"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23"", ""fallback-known-4""]",8.0,0.015759998859721236,False,0.3333333333333333,1.0,1,False,False,False,4,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,untyped_graph,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.017592999938642606,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""fallback-known-4"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23"", ""fallback-known-4""]",8.0,0.026891000743489712,False,0.3333333333333333,1.0,1,False,False,False,5,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,greedy_cover,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.016571000742260367,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,weighted_greedy,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""fallback-known-4"", ""greedy-single-1""]",6.5,0.01619099930394441,False,0.08333333333333333,1.0,0,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00179,tabular-energy,tabular,development,S5,missing_calibration,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""authorize-route"", ""preflight-route"", ""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",6.0,0.1313480006501777,True,0.0,1.0,0,False,True,False,0,0,6.3,5
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.003496999852359295,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0""]","[""direct-0""]",1.0,0.0029349994292715564,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0""]","[""direct-0""]",1.0,0.0038779999158577994,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,untyped_graph,"[""direct-0""]","[""direct-0""]",1.0,0.004007999450550415,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0""]","[""direct-0""]",1.0,0.0059710000641644,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,greedy_cover,"[""direct-0""]","[""direct-0""]",1.0,0.003375998858246021,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0""]","[""direct-0""]",1.0,0.00350700065609999,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00180,tabular-energy,tabular,development,S1,expired_calibration,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0""]","[""direct-0""]",1.0,0.02775300163193606,True,0.0,1.0,0,False,True,False,0,0,1.0,1
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.007955000910442322,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]",10.3,0.007745000402792357,False,1.3953488372093026,1.0,1,False,True,False,0,0,10.3,5
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.011201000233995728,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,untyped_graph,"[""expensive-global""]","[""expensive-global""]",6.0,0.010259000191581436,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.017753000065567903,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,greedy_cover,"[""expensive-global""]","[""expensive-global""]",6.0,0.009026998668559827,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.014516999726765789,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00181,tabular-energy,tabular,development,S2,checksum_corruption,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.09891599984257482,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.00804499904916156,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,simple_or,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3"", ""expensive-global""]",10.3,0.007655000445083715,False,1.3953488372093026,1.0,1,False,True,False,0,0,10.3,5
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,independent_if_else,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.010969999493681826,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,untyped_graph,"[""expensive-global""]","[""expensive-global""]",6.0,0.010089001079904847,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.017602998923393898,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,greedy_cover,"[""expensive-global""]","[""expensive-global""]",6.0,0.009288000001106411,False,0.39534883720930236,1.0,0,False,True,False,0,0,6.0,1
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,weighted_greedy,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.014737999663338996,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00182,tabular-energy,tabular,development,S2,missing_edge,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",4.3,0.10379600098531228,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.010199999451288022,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,simple_or,"[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]",8.5,0.00868700044520665,False,1.125,1.0,2,False,False,False,4,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.012783999409293756,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.012694001270574518,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.020548000975395553,False,0.5,1.0,1,False,True,False,0,0,6.2,4
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011791998986154795,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011841999366879463,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00183,tabular-energy,tabular,development,S3,invalid_edge_contract,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""optimal-pair-23""]",4.0,0.08341800094058271,True,0.0,1.0,0,False,True,False,0,0,4.2,3
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.009867999324342236,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,simple_or,"[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]",8.5,0.00882700078363996,False,1.125,1.0,2,False,False,False,4,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.01259400050912518,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01237399919773452,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.020568999389070086,False,0.5,1.0,1,False,False,False,4,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01149200033978559,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.01200199949380476,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00184,tabular-energy,tabular,development,S3,dictionary_mismatch,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""optimal-pair-01"", ""optimal-pair-23""]","[""authorize-route"", ""preflight-route"", ""optimal-pair-01"", ""optimal-pair-23""]",4.0,0.08100299965008162,True,0.0,1.0,0,False,True,False,0,0,4.3,4
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.009317000149167143,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,simple_or,"[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]",8.5,0.008725999578018673,False,1.125,1.0,2,False,False,False,4,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.012403999789967202,False,0.5,1.0,1,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,untyped_graph,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.012233000234118663,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.020950001271557994,False,0.5,1.0,1,False,True,False,0,0,6.2,4
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,greedy_cover,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011441999959060922,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.011863001418532804,False,0.125,1.0,0,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00185,tabular-energy,tabular,development,S3,reduction_loss_violation,CERTIFIED_UNIQUE,True,full_fuzzyxai,"[""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""optimal-pair-23""]",4.0,0.08023100053833332,True,0.0,1.0,0,False,True,False,0,0,4.2,3
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],[],0,0.012243001037859358,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""alternative-global-a"", ""alternative-global-b"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""alternative-global-a"", ""alternative-global-b""]",16.5,0.011440999514888972,False,3.125,1.0,5,False,False,False,6,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.016040999980759807,False,0.5,1.0,2,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.013966999176773243,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.025377999918418936,False,0.5,1.0,2,False,True,False,0,0,6.2,4
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.01349500053038355,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.016391000826843083,False,0.125,1.0,1,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00186,tabular-energy,tabular,development,S4,missing_explanation,CERTIFIED_MULTIPLE_OPTIMA,True,full_fuzzyxai,"[""alternative-global-b""]","[""preflight-route"", ""alternative-global-b""]",4.0,0.1290239997615572,True,0.0,1.0,0,False,True,False,0,0,4.2,2
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],[],0,0.012263000826351345,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""alternative-global-a"", ""alternative-global-b"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""alternative-global-a"", ""alternative-global-b""]",16.5,0.011400999937904999,False,3.125,1.0,5,False,False,False,6,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.016199999663513154,False,0.5,1.0,2,False,False,False,3,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.01414700091117993,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""preflight-route"", ""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23""]",6.0,0.026099000024260022,False,0.5,1.0,2,False,True,False,0,0,6.2,4
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""alternative-global-a""]","[""alternative-global-a""]",4.0,0.013205000868765637,True,0.0,1.0,0,False,False,False,1,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""greedy-global-023"", ""greedy-single-1""]","[""greedy-global-023"", ""greedy-single-1""]",4.5,0.015839999832678586,False,0.125,1.0,1,False,False,False,2,0,0,0
h10-c3:development:tabular-energy:00187,tabular-energy,tabular,development,S4,dependency_cycle,CERTIFIED_MULTIPLE_OPTIMA,True,full_fuzzyxai,"[""alternative-global-b""]","[""preflight-route"", ""alternative-global-b""]",4.0,0.12734999836538918,True,0.0,1.0,0,False,True,False,0,0,4.2,2
h10-c3:development:tabular-energy:00188,tabular-energy,tabular,development,S5,non_repairable_component,CERTIFIED_UNIQUE,True,schema_only,[],[],0,0.012413998774718493,False,2.0,0.0,0,False,False,False,0,0,0,0
h10-c3:development:tabular-energy:00188,tabular-energy,tabular,development,S5,non_repairable_component,CERTIFIED_UNIQUE,True,simple_or,"[""fallback-known-4"", ""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe""]","[""greedy-global-023"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23"", ""unknown-relation-probe"", ""fallback-known-4""]",10.9,0.011252001058892347,False,1.0,1.0,3,True,False,False,6,0,0,0
h10-c3:development:tabular-energy:00188,tabular-energy,tabular,development,S5,non_repairable_component,CERTIFIED_UNIQUE,True,independent_if_else,"[""fallback-known-4"", ""greedy-single-1"", ""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""greedy-single-1"", ""optimal-pair-23"", ""fallback-known-4""]",8.0,0.01587999940966256,False,0.3333333333333333,1.0,1,False,False,False,4,0,0,0
