case_id,modality,seed,perturbation,base_cut,perturbed_cut,exact_cut_match,Jaccard,obligation_coverage_match,optimal_equivalence_class_match,cost_regret,repair_success,recertification_success,new_critical_violations
h10-c6:tabular:1702:0066,tabular,1702,irrelevant_valid_evidence,"[""h10-c6:tabular:1702:0066:source""]","[""h10-c6:tabular:1702:0066:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,embedding_noise_sigma_0.05,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,embedding_noise_sigma_0.10,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,whitespace,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,punctuation,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,fixed_dictionary_synonym,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,noncritical_metadata,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,cost_minus_0.05,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,cost_plus_0.05,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,cost_minus_0.10,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,cost_plus_0.10,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,equivalent_node_order,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0067,text,1703,irrelevant_valid_evidence,"[""h10-c6:text:1703:0067:source""]","[""h10-c6:text:1703:0067:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,gaussian_sigma_0.05,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,gaussian_sigma_0.10,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,noncritical_metadata,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,cost_minus_0.05,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,cost_plus_0.05,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,cost_minus_0.10,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,cost_plus_0.10,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,equivalent_node_order,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0068,tabular,1704,irrelevant_valid_evidence,"[""h10-c6:tabular:1704:0068:source""]","[""h10-c6:tabular:1704:0068:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,embedding_noise_sigma_0.05,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,embedding_noise_sigma_0.10,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,whitespace,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,punctuation,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,fixed_dictionary_synonym,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,noncritical_metadata,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,cost_minus_0.05,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,cost_plus_0.05,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,cost_minus_0.10,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,cost_plus_0.10,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,equivalent_node_order,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0069,text,1705,irrelevant_valid_evidence,"[""h10-c6:text:1705:0069:source""]","[""h10-c6:text:1705:0069:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,gaussian_sigma_0.05,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,gaussian_sigma_0.10,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,noncritical_metadata,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,cost_minus_0.05,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,cost_plus_0.05,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,cost_minus_0.10,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,cost_plus_0.10,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,equivalent_node_order,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0070,tabular,1701,irrelevant_valid_evidence,"[""h10-c6:tabular:1701:0070:source""]","[""h10-c6:tabular:1701:0070:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,embedding_noise_sigma_0.05,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,embedding_noise_sigma_0.10,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,whitespace,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,punctuation,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,fixed_dictionary_synonym,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,noncritical_metadata,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,cost_minus_0.05,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,cost_plus_0.05,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,cost_minus_0.10,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,cost_plus_0.10,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,equivalent_node_order,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1702:0071,text,1702,irrelevant_valid_evidence,"[""h10-c6:text:1702:0071:source""]","[""h10-c6:text:1702:0071:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,gaussian_sigma_0.05,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,gaussian_sigma_0.10,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,noncritical_metadata,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,cost_minus_0.05,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,cost_plus_0.05,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,cost_minus_0.10,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,cost_plus_0.10,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,equivalent_node_order,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1703:0072,tabular,1703,irrelevant_valid_evidence,"[""h10-c6:tabular:1703:0072:source""]","[""h10-c6:tabular:1703:0072:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,embedding_noise_sigma_0.05,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,embedding_noise_sigma_0.10,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,whitespace,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,punctuation,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,fixed_dictionary_synonym,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,noncritical_metadata,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,cost_minus_0.05,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,cost_plus_0.05,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,cost_minus_0.10,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,cost_plus_0.10,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,equivalent_node_order,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1704:0073,text,1704,irrelevant_valid_evidence,"[""h10-c6:text:1704:0073:source""]","[""h10-c6:text:1704:0073:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,gaussian_sigma_0.05,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,gaussian_sigma_0.10,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,noncritical_metadata,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,cost_minus_0.05,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,cost_plus_0.05,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,cost_minus_0.10,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,cost_plus_0.10,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,equivalent_node_order,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1705:0074,tabular,1705,irrelevant_valid_evidence,"[""h10-c6:tabular:1705:0074:source""]","[""h10-c6:tabular:1705:0074:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,embedding_noise_sigma_0.05,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,embedding_noise_sigma_0.10,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,whitespace,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,punctuation,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,fixed_dictionary_synonym,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,noncritical_metadata,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,cost_minus_0.05,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,cost_plus_0.05,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,cost_minus_0.10,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,cost_plus_0.10,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,equivalent_node_order,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1701:0075,text,1701,irrelevant_valid_evidence,"[""h10-c6:text:1701:0075:source""]","[""h10-c6:text:1701:0075:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,gaussian_sigma_0.05,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,gaussian_sigma_0.10,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,noncritical_metadata,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,cost_minus_0.05,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,cost_plus_0.05,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,cost_minus_0.10,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,cost_plus_0.10,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,equivalent_node_order,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1702:0076,tabular,1702,irrelevant_valid_evidence,"[""h10-c6:tabular:1702:0076:source""]","[""h10-c6:tabular:1702:0076:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,embedding_noise_sigma_0.05,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,embedding_noise_sigma_0.10,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,whitespace,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,punctuation,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,fixed_dictionary_synonym,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,noncritical_metadata,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,cost_minus_0.05,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,cost_plus_0.05,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,cost_minus_0.10,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,cost_plus_0.10,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,equivalent_node_order,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1703:0077,text,1703,irrelevant_valid_evidence,"[""h10-c6:text:1703:0077:source""]","[""h10-c6:text:1703:0077:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,gaussian_sigma_0.05,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,gaussian_sigma_0.10,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,noncritical_metadata,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,cost_minus_0.05,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,cost_plus_0.05,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,cost_minus_0.10,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,cost_plus_0.10,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,equivalent_node_order,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1704:0078,tabular,1704,irrelevant_valid_evidence,"[""h10-c6:tabular:1704:0078:source""]","[""h10-c6:tabular:1704:0078:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,embedding_noise_sigma_0.05,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,embedding_noise_sigma_0.10,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,whitespace,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,punctuation,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,fixed_dictionary_synonym,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,noncritical_metadata,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,cost_minus_0.05,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,cost_plus_0.05,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,cost_minus_0.10,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,cost_plus_0.10,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,equivalent_node_order,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:text:1705:0079,text,1705,irrelevant_valid_evidence,"[""h10-c6:text:1705:0079:source""]","[""h10-c6:text:1705:0079:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,gaussian_sigma_0.05,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,gaussian_sigma_0.10,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,noncritical_metadata,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,cost_minus_0.05,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,cost_plus_0.05,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,cost_minus_0.10,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,cost_plus_0.10,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
h10-c6:tabular:1701:0080,tabular,1701,equivalent_node_order,"[""h10-c6:tabular:1701:0080:source""]","[""h10-c6:tabular:1701:0080:source""]",True,1.0,True,True,0.0,True,True,0
