case_id,template_id,template_hash,pipeline_family,modality,split,stratum,gold_status,repairable,method,predicted_cut,predicted_cost,runtime_ms,optimal_set_membership,raw_cost_regret,normalized_cost_regret,obligation_coverage,false_certification,full_recertification_success,recertification_status,remaining_critical_issues,new_critical_issues,remaining_critical_issue_count,new_critical_violation_count,all_required_postconditions_verified,completed_steps,failed_steps,plan_cost,before_trace_sha256,after_trace_sha256,graph_changed
sealed:text-reviews:S2:1189738676:case:000,sealed:text-reviews:S2:1189738676,014e635bea285b36a0596e2725416392bc64c139c2f6226b022007fb2340523e,text-reviews,text,sealed,S2,CERTIFIED_UNIQUE,True,greedy_cover,"[""node:node-7d648bcac22b/field:_/violation:source_component"", ""node:node-93b2709a7709/field:_/violation:source_component"", ""node:node-baeceb0e75bd/field:_/violation:source_component"", ""node:node-c576f973e814/field:_/violation:source_component""]",4.497999999999999,0.942475000556442,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,c3754f8fdf7b28f95b5c12bd40e657d8f6989fc450f7a9aaae5f1233b95cd4a6,6d76c753e2d74f339659caad7f51daba0fb787c52e5a122bbde7bee37a2d2a77,True
sealed:text-reviews:S2:1189738676:case:000,sealed:text-reviews:S2:1189738676,014e635bea285b36a0596e2725416392bc64c139c2f6226b022007fb2340523e,text-reviews,text,sealed,S2,CERTIFIED_UNIQUE,True,weighted_greedy,"[""node:node-7d648bcac22b/field:_/violation:source_component"", ""node:node-93b2709a7709/field:_/violation:source_component"", ""node:node-baeceb0e75bd/field:_/violation:source_component"", ""node:node-c576f973e814/field:_/violation:source_component""]",4.497999999999999,0.9549979986331891,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,c3754f8fdf7b28f95b5c12bd40e657d8f6989fc450f7a9aaae5f1233b95cd4a6,6d76c753e2d74f339659caad7f51daba0fb787c52e5a122bbde7bee37a2d2a77,True
sealed:text-reviews:S2:1189738676:case:000,sealed:text-reviews:S2:1189738676,014e635bea285b36a0596e2725416392bc64c139c2f6226b022007fb2340523e,text-reviews,text,sealed,S2,CERTIFIED_UNIQUE,True,full_h10,"[""node:node-7d648bcac22b/field:_/violation:source_component"", ""node:node-93b2709a7709/field:_/violation:source_component"", ""node:node-baeceb0e75bd/field:_/violation:source_component"", ""node:node-c576f973e814/field:_/violation:source_component""]",4.497999999999999,0.6720630008203443,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,c3754f8fdf7b28f95b5c12bd40e657d8f6989fc450f7a9aaae5f1233b95cd4a6,6d76c753e2d74f339659caad7f51daba0fb787c52e5a122bbde7bee37a2d2a77,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,schema_only,[],0,1.0342590012442088,False,,2.0,0.0,False,False,no_change,"('issue:sealed:text-news:S4:506258292:obligation-0', 'issue:sealed:text-news:S4:506258292:obligation-1', 'issue:sealed:text-news:S4:506258292:obligation-2', 'issue:sealed:text-news:S4:506258292:obligation-3')",(),4,0,True,0,0,0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,False
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,simple_or,"[""contract:sealed:text-news:S4:506258292:obligation-0/field:registered_state_0/violation:contract_mismatch"", ""contract:sealed:text-news:S4:506258292:obligation-1/field:registered_state_1/violation:contract_mismatch"", ""contract:sealed:text-news:S4:506258292:obligation-2/field:registered_state_2/violation:contract_mismatch"", ""contract:sealed:text-news:S4:506258292:obligation-3/field:registered_state_3/violation:contract_mismatch"", ""node:node-056f77a8284f/field:_/violation:source_component"", ""node:node-056f77a8284f/field:registered_state_0/violation:contract_mismatch"", ""node:node-056f77a8284f/field:registered_state_2/violation:contract_mismatch"", ""node:node-0ca7ae25faf6/field:_/violation:source_component"", ""node:node-0ca7ae25faf6/field:registered_state_0/violation:contract_mismatch"", ""node:node-0ca7ae25faf6/field:registered_state_2/violation:contract_mismatch"", ""node:node-0ca7ae25faf6/field:registered_state_3/violation:contract_mismatch"", ""node:node-12b5576e4733/field:registered_state_2/violation:contract_mismatch"", ""node:node-304408bead74/field:_/violation:source_component"", ""node:node-304408bead74/field:registered_state_1/violation:contract_mismatch"", ""node:node-33ffcd2ec10c/field:_/violation:source_component"", ""node:node-33ffcd2ec10c/field:registered_state_1/violation:contract_mismatch"", ""node:node-33ffcd2ec10c/field:registered_state_3/violation:contract_mismatch"", ""node:node-347a99aefd2f/field:registered_state_0/violation:contract_mismatch"", ""node:node-418d7fe87064/field:registered_state_1/violation:contract_mismatch"", ""node:node-5956f52e0a33/field:registered_state_3/violation:contract_mismatch"", ""node:node-8f4415e36cfb/field:_/violation:source_component"", ""node:node-8f4415e36cfb/field:registered_state_0/violation:contract_mismatch"", ""node:node-8f4415e36cfb/field:registered_state_1/violation:contract_mismatch"", ""node:node-a35a3a5c21b7/field:_/violation:source_component"", ""node:node-a35a3a5c21b7/field:registered_state_2/violation:contract_mismatch"", ""node:node-a35a3a5c21b7/field:registered_state_3/violation:contract_mismatch""]",1012.6944,1.0009359994000988,False,1008.6296,248.13757134422357,1.0,False,False,partial_success,(),(),0,0,False,4,2,27.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,b2f8d43c0aad480acb4b77ba1dc2f92341f748e5a91e0e0da3ef24807c6df391,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,independent_if_else,"[""node:node-056f77a8284f/field:_/violation:source_component"", ""node:node-304408bead74/field:_/violation:source_component"", ""node:node-33ffcd2ec10c/field:_/violation:source_component""]",6.0972,0.9817189984460128,False,2.0324,0.5,1.0,False,False,partial_success,"('issue:sealed:text-news:S4:506258292:obligation-0', 'issue:sealed:text-news:S4:506258292:obligation-2')",(),2,0,False,2,1,17.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,40d99554b5e8a075541c10818c16264317d785db9ca2914ef4760cd5bd1eaef4,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,untyped_graph,"[""node:node-0ca7ae25faf6/field:_/violation:source_component"", ""node:node-304408bead74/field:_/violation:source_component""]",4.5648,0.9922989993356168,False,0.5,0.12300728203109625,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,c0f93fddde4de1db79ace8aa25f1a47c2a88d223d6679b3dde6eff91224ad91e,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,typed_without_optimization,"[""node:node-056f77a8284f/field:_/violation:source_component"", ""node:node-304408bead74/field:_/violation:source_component"", ""node:node-33ffcd2ec10c/field:_/violation:source_component""]",6.0972,0.991929000520031,False,2.0324,0.5,1.0,False,False,partial_success,"('issue:sealed:text-news:S4:506258292:obligation-0', 'issue:sealed:text-news:S4:506258292:obligation-2')",(),2,0,False,2,1,17.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,40d99554b5e8a075541c10818c16264317d785db9ca2914ef4760cd5bd1eaef4,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,greedy_cover,"[""node:node-0ca7ae25faf6/field:_/violation:source_component"", ""node:node-304408bead74/field:_/violation:source_component""]",4.5648,1.0782919998746365,False,0.5,0.12300728203109625,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,c0f93fddde4de1db79ace8aa25f1a47c2a88d223d6679b3dde6eff91224ad91e,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,weighted_greedy,"[""node:node-0ca7ae25faf6/field:_/violation:source_component"", ""node:node-304408bead74/field:_/violation:source_component""]",4.5648,1.0395280005468521,False,0.5,0.12300728203109625,1.0,False,True,full_success,(),(),0,0,True,2,0,9.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,c0f93fddde4de1db79ace8aa25f1a47c2a88d223d6679b3dde6eff91224ad91e,True
sealed:text-news:S4:506258292:case:000,sealed:text-news:S4:506258292,78edab9a23a5a007e90b1a0b515fb2f83b9ac11168b245926276ecfb9ffa3c3f,text-news,text,sealed,S4,CERTIFIED_MULTIPLE_OPTIMA,True,full_h10,"[""node:node-056f77a8284f/field:_/violation:source_component"", ""node:node-33ffcd2ec10c/field:_/violation:source_component""]",4.0648,0.8205139984056586,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,d93f152ee385a43297346c41ff03e05c3026e5caa4227ea8bf1ba966ed5ed84b,bf41dc52f5b7b6b42a67600f949ac1380e9a41271128c036eda904f299cbde9a,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,schema_only,[],0,1.042944999426254,False,,2.0,0.0,False,False,no_change,"('issue:sealed:timeseries-sensors:S5:190938999:obligation-0', 'issue:sealed:timeseries-sensors:S5:190938999:obligation-1', 'issue:sealed:timeseries-sensors:S5:190938999:obligation-2', 'issue:sealed:timeseries-sensors:S5:190938999:obligation-3', 'issue:sealed:timeseries-sensors:S5:190938999:obligation-4')",(),5,0,True,0,0,0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,False
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,simple_or,"[""contract:sealed:timeseries-sensors:S5:190938999:obligation-0/field:registered_state_0/violation:contract_mismatch"", ""contract:sealed:timeseries-sensors:S5:190938999:obligation-1/field:registered_state_1/violation:contract_mismatch"", ""contract:sealed:timeseries-sensors:S5:190938999:obligation-2/field:registered_state_2/violation:contract_mismatch"", ""contract:sealed:timeseries-sensors:S5:190938999:obligation-3/field:registered_state_3/violation:contract_mismatch"", ""contract:sealed:timeseries-sensors:S5:190938999:obligation-4/field:registered_state_4/violation:contract_mismatch"", ""edge:edge-a4c444371063/field:registered_state_4/violation:contract_mismatch"", ""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-117740784aa8/field:registered_state_1/violation:contract_mismatch"", ""node:node-13d3338d9fd5/field:registered_state_2/violation:contract_mismatch"", ""node:node-54be6748a964/field:registered_state_0/violation:contract_mismatch"", ""node:node-633e2e155b63/field:registered_state_4/violation:contract_mismatch"", ""node:node-6786266eface/field:registered_state_1/violation:contract_mismatch"", ""node:node-6786266eface/field:registered_state_4/violation:contract_mismatch"", ""node:node-a58a0ec4c210/field:registered_state_3/violation:contract_mismatch"", ""node:node-a662967e15b1/field:_/violation:source_component"", ""node:node-a662967e15b1/field:registered_state_0/violation:contract_mismatch"", ""node:node-a662967e15b1/field:registered_state_1/violation:contract_mismatch"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:registered_state_4/violation:contract_mismatch"", ""node:node-d33bf836b192/field:_/violation:source_component"", ""node:node-d33bf836b192/field:registered_state_0/violation:contract_mismatch"", ""node:node-d33bf836b192/field:registered_state_2/violation:contract_mismatch"", ""node:node-d33bf836b192/field:registered_state_3/violation:contract_mismatch"", ""node:node-dd393478da72/field:_/violation:source_component"", ""node:node-dd393478da72/field:registered_state_2/violation:contract_mismatch"", ""node:node-dd393478da72/field:registered_state_3/violation:contract_mismatch""]",1060.3335,0.9789029991225107,False,1054.5134,181.18475627566534,1.0,False,False,partial_success,(),(),0,0,False,4,1,26.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,0729789a6472d28ac940d4687cc99a72e39ca06f72c0da8e641a43f56fa4a91a,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,independent_if_else,"[""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-a662967e15b1/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-dd393478da72/field:_/violation:source_component""]",7.826800000000001,1.0247999998682644,False,2.0067,0.3447878902424356,1.0,False,False,partial_success,"('issue:sealed:timeseries-sensors:S5:190938999:obligation-0',)",(),1,0,False,3,1,25.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,515e9cdfa674191f4caecb736fd9b1883ad0ec2265cf8614e449721caa1b4451,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,untyped_graph,"[""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-d33bf836b192/field:_/violation:source_component""]",6.320100000000001,1.3134379987604916,False,0.5,0.08590917681826771,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,370be144b034b8bc4a4a61dee256149807ed30b541574f087b6947638dfd50ed,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-a662967e15b1/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-dd393478da72/field:_/violation:source_component""]",7.826800000000001,1.0518819999560947,False,2.0067,0.3447878902424356,1.0,False,False,partial_success,"('issue:sealed:timeseries-sensors:S5:190938999:obligation-0',)",(),1,0,False,3,1,25.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,515e9cdfa674191f4caecb736fd9b1883ad0ec2265cf8614e449721caa1b4451,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,greedy_cover,"[""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-d33bf836b192/field:_/violation:source_component""]",6.320100000000001,0.992920000498998,False,0.5,0.08590917681826771,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,370be144b034b8bc4a4a61dee256149807ed30b541574f087b6947638dfd50ed,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,weighted_greedy,"[""node:node-117740784aa8/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-d33bf836b192/field:_/violation:source_component""]",6.320100000000001,1.0740939997049281,False,0.5,0.08590917681826771,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,370be144b034b8bc4a4a61dee256149807ed30b541574f087b6947638dfd50ed,True
sealed:timeseries-sensors:S5:190938999:case:000,sealed:timeseries-sensors:S5:190938999,a26ab3cead445b87c6bf6b80204447957f64912cb45b148de790fe75d5ad7b3c,timeseries-sensors,time_series,sealed,S5,CERTIFIED_UNIQUE,True,full_h10,"[""node:node-a662967e15b1/field:_/violation:source_component"", ""node:node-b3c65e6bf656/field:_/violation:source_component"", ""node:node-dd393478da72/field:_/violation:source_component""]",5.820100000000001,0.7735540002613561,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,301f1b64d4fb98cbc7f72ddf78ffad372f7ccae3895c029f789c22f84a0e564a,6fbde17617370cfc5c27904c363413193aef1f45326f9715444ef37e3080456a,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,schema_only,[],0,1.173712000309024,False,,2.0,0.0,False,False,no_change,"('issue:sealed:text-reviews:S5:1397421868:obligation-0', 'issue:sealed:text-reviews:S5:1397421868:obligation-1', 'issue:sealed:text-reviews:S5:1397421868:obligation-2', 'issue:sealed:text-reviews:S5:1397421868:obligation-3', 'issue:sealed:text-reviews:S5:1397421868:obligation-4')",(),5,0,True,0,0,0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,False
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,simple_or,"[""contract:sealed:text-reviews:S5:1397421868:obligation-0/field:registered_state_0/violation:contract_mismatch"", ""contract:sealed:text-reviews:S5:1397421868:obligation-1/field:registered_state_1/violation:contract_mismatch"", ""contract:sealed:text-reviews:S5:1397421868:obligation-2/field:registered_state_2/violation:contract_mismatch"", ""contract:sealed:text-reviews:S5:1397421868:obligation-3/field:registered_state_3/violation:contract_mismatch"", ""contract:sealed:text-reviews:S5:1397421868:obligation-4/field:registered_state_4/violation:contract_mismatch"", ""edge:edge-6ca615f0d9fd/field:registered_state_4/violation:contract_mismatch"", ""node:node-02b168308196/field:registered_state_2/violation:contract_mismatch"", ""node:node-298370e5b24a/field:registered_state_0/violation:contract_mismatch"", ""node:node-298370e5b24a/field:registered_state_4/violation:contract_mismatch"", ""node:node-48bf76c4abf1/field:_/violation:source_component"", ""node:node-48bf76c4abf1/field:registered_state_0/violation:contract_mismatch"", ""node:node-48bf76c4abf1/field:registered_state_2/violation:contract_mismatch"", ""node:node-48bf76c4abf1/field:registered_state_3/violation:contract_mismatch"", ""node:node-4c4f26eb19b8/field:registered_state_4/violation:contract_mismatch"", ""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-5f73e72c1aa5/field:registered_state_1/violation:contract_mismatch"", ""node:node-805279b66dd3/field:registered_state_1/violation:contract_mismatch"", ""node:node-a31ff1d42e8f/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:registered_state_4/violation:contract_mismatch"", ""node:node-ac297e501cee/field:_/violation:source_component"", ""node:node-ac297e501cee/field:registered_state_0/violation:contract_mismatch"", ""node:node-ac297e501cee/field:registered_state_1/violation:contract_mismatch"", ""node:node-c912d096e23f/field:registered_state_3/violation:contract_mismatch"", ""node:node-e64b8528efa3/field:_/violation:source_component"", ""node:node-e64b8528efa3/field:registered_state_2/violation:contract_mismatch"", ""node:node-e64b8528efa3/field:registered_state_3/violation:contract_mismatch""]",1060.5925,1.3115639994794037,False,1054.617,176.4901681867626,1.0,False,False,partial_success,(),(),0,0,False,4,1,26.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,9c767024d8373a796e8bd5fc0faaefbdd3473a408a3b9065212da9e588487933,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,independent_if_else,"[""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:_/violation:source_component"", ""node:node-ac297e501cee/field:_/violation:source_component"", ""node:node-e64b8528efa3/field:_/violation:source_component""]",8.034,1.4784489994781325,False,2.058499999999999,0.34449000083674985,1.0,False,False,partial_success,"('issue:sealed:text-reviews:S5:1397421868:obligation-0',)",(),1,0,False,3,1,25.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,96b5cb081f03b8fd6d497aa34212c77f01b1be32c6ba2d2f6734aabfa1e5f974,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,untyped_graph,"[""node:node-48bf76c4abf1/field:_/violation:source_component"", ""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:_/violation:source_component""]",6.475500000000001,1.4571499996236525,False,0.5,0.08367500627562546,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,32b1322bc374d3d2d3c5ed013db7aad833a306523168196e75fd465d189282ba,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,typed_without_optimization,"[""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:_/violation:source_component"", ""node:node-ac297e501cee/field:_/violation:source_component"", ""node:node-e64b8528efa3/field:_/violation:source_component""]",8.034,1.5138259986997582,False,2.058499999999999,0.34449000083674985,1.0,False,False,partial_success,"('issue:sealed:text-reviews:S5:1397421868:obligation-0',)",(),1,0,False,3,1,25.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,96b5cb081f03b8fd6d497aa34212c77f01b1be32c6ba2d2f6734aabfa1e5f974,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,greedy_cover,"[""node:node-48bf76c4abf1/field:_/violation:source_component"", ""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:_/violation:source_component""]",6.475500000000001,1.9918730013159802,False,0.5,0.08367500627562546,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,32b1322bc374d3d2d3c5ed013db7aad833a306523168196e75fd465d189282ba,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,weighted_greedy,"[""node:node-48bf76c4abf1/field:_/violation:source_component"", ""node:node-5f73e72c1aa5/field:_/violation:source_component"", ""node:node-a31ff1d42e8f/field:_/violation:source_component""]",6.475500000000001,1.3818360002915142,False,0.5,0.08367500627562546,1.0,False,True,full_success,(),(),0,0,True,3,0,17.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,32b1322bc374d3d2d3c5ed013db7aad833a306523168196e75fd465d189282ba,True
sealed:text-reviews:S5:1397421868:case:000,sealed:text-reviews:S5:1397421868,e744b0f682df27dec524f5b4830bb3a3ee661be197f013ecaa11044d9367e1de,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,full_h10,"[""node:node-a31ff1d42e8f/field:_/violation:source_component"", ""node:node-ac297e501cee/field:_/violation:source_component"", ""node:node-e64b8528efa3/field:_/violation:source_component""]",5.975500000000001,0.9235790003003785,True,0.0,0.0,1.0,False,True,full_success,(),(),0,0,True,4,0,25.0,862f4b13605e371e8bc2bfb2c7ee1c4c74177e5c65837e08bd954adb13d81f43,034d873dfd807e75310d5c09a1310eb9b60dd868270856de17bf7374a112f5a8,True
sealed:text-reviews:S5:1077178556:case:000,sealed:text-reviews:S5:1077178556,00e2d07cc1cdf3755c44c3035d8158a72f8ee9a186ac14ee87a0429ed9000c9f,text-reviews,text,sealed,S5,CERTIFIED_UNIQUE,True,schema_only,[],0,1.0715089993027505,False,,2.0,0.0,False,False,no_change,"('issue:sealed:text-reviews:S5:1077178556:obligation-0', 'issue:sealed:text-reviews:S5:1077178556:obligation-1', 'issue:sealed:text-reviews:S5:1077178556:obligation-2', 'issue:sealed:text-reviews:S5:1077178556:obligation-3', 'issue:sealed:text-reviews:S5:1077178556:obligation-4')",(),5,0,True,0,0,0,17e668d961602801c6362c3f80560d277b956601fef6b8d7f3751a92a76722d1,17e668d961602801c6362c3f80560d277b956601fef6b8d7f3751a92a76722d1,False
