case_id,pipeline_id,modality,split,case_type,severity,unknown,insufficient_evidence,method,predicted_status,source_precision,source_recall,source_f1,source_jaccard,repair_precision,repair_recall,repair_f1,repair_jaccard,cut_precision,cut_recall,cut_f1,cut_jaccard,cut_exact,cut_cost_regret,repair_cost_regret,extra_repair_actions,recertified,false_certification,false_block,abstained,false_concrete_unknown,runtime_ms,trace
tabular_boost_b-development-0122,tabular_boost_b,tabular,development,unknown_ambiguous,severe,True,True,typed_route_without_cut,insufficient_evidence,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,False,0.0,0.0,True,0.0,0.058150999848294305,
tabular_boost_b-development-0122,tabular_boost_b,tabular,development,unknown_ambiguous,severe,True,True,full_h10,insufficient_evidence,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,True,0.0,0.0,True,0.0,0.2003899999181158,2a36f22a7bb51d44d7c8fd59f4c24828c1cab6c2712758dc595744878690b9fe
tabular_boost_b-development-0123,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,6.0,0.0,0,False,0.0,0.0,False,0.0,0.04739899986816454,
tabular_boost_b-development-0123,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,6.0,0.0,0,False,0.0,0.0,False,0.0,0.06184799985931022,
tabular_boost_b-development-0123,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.2280629996675998,9c7750489667bce80f6ba0894bc465e48b7751e0d32566263767a876a93857ee
tabular_boost_b-development-0124,tabular_boost_b,tabular,development,composite,moderate,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.028113000098528573,
tabular_boost_b-development-0124,tabular_boost_b,tabular,development,composite,moderate,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.07758699985060957,
tabular_boost_b-development-0124,tabular_boost_b,tabular,development,composite,moderate,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.21726200020566466,a8dde8e2a75b429db81b14679db62064cbe8d90622792c872f63a1b97e9e187c
tabular_boost_b-development-0125,tabular_boost_b,tabular,development,composite,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.030898999739292776,
tabular_boost_b-development-0125,tabular_boost_b,tabular,development,composite,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.10098200027641724,
tabular_boost_b-development-0125,tabular_boost_b,tabular,development,composite,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.26572400020086206,10b6a79cb7166abe88796619c1d6291e6293752fa586f13cbd67f29d91118aae
tabular_boost_b-development-0126,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.02816300002450589,
tabular_boost_b-development-0126,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.08664500001032138,
tabular_boost_b-development-0126,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.18789700015986455,300af754fce6a1bdcfe620769f33021dc582e1b3eb2b987e36dbe4f8311807fe
tabular_boost_b-development-0127,tabular_boost_b,tabular,development,composite,moderate,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.02728199979173951,
tabular_boost_b-development-0127,tabular_boost_b,tabular,development,composite,moderate,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.06563400029335753,
tabular_boost_b-development-0127,tabular_boost_b,tabular,development,composite,moderate,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.2306380001755315,95e3fb63b7187aad6151739c8887e002df3c797625bf496323c1f022cc24634e
tabular_boost_b-development-0128,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.019777000034082448,
tabular_boost_b-development-0128,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.031289999697037274,
tabular_boost_b-development-0128,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.03673899982459261,a16d56f627cd2c39facdce36008cbf68765d6e16032304cd8b6e42b304d388b2
tabular_boost_b-development-0129,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.036890000046696514,
tabular_boost_b-development-0129,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07409099998767488,
tabular_boost_b-development-0129,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.22719099979440216,33fb0cfa35ddfa0af120b45886fb28e16c25079ffddd9bef7e63217cd0022449
tabular_boost_b-development-0130,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,independent_if_else,insufficient_evidence,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,19.0,4.0,2,False,0.0,0.0,True,0.0,0.03416499976083287,
tabular_boost_b-development-0130,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,typed_route_without_cut,insufficient_evidence,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,19.0,4.0,2,False,0.0,0.0,True,0.0,0.05796000004920643,
tabular_boost_b-development-0130,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,full_h10,insufficient_evidence,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,19.0,4.0,2,True,0.0,0.0,True,0.0,0.18806700018103584,6f33b8e16ed51af4b1383772cf801ba2d6acce7fad68121edf97922d22bd6fd8
tabular_boost_b-development-0131,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.026930999865726335,
tabular_boost_b-development-0131,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.019086000065726694,
tabular_boost_b-development-0131,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.02151100034097908,b53c023b9645970062df24a5da74388a05bc25a3bc1fb5abca4fa31bb431581a
tabular_boost_b-development-0132,tabular_boost_b,tabular,development,single,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.03432499988775817,
tabular_boost_b-development-0132,tabular_boost_b,tabular,development,single,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.026559999696473824,
tabular_boost_b-development-0132,tabular_boost_b,tabular,development,single,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.19094200024483143,eb15a250c2c0aea6a20e8a6a53db7d791df0c1ace2c75ca9671098a70f346d56
tabular_boost_b-development-0133,tabular_boost_b,tabular,development,composite,moderate,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.025238000034732977,
tabular_boost_b-development-0133,tabular_boost_b,tabular,development,composite,moderate,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.05246899991107057,
tabular_boost_b-development-0133,tabular_boost_b,tabular,development,composite,moderate,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.16389999973398517,4a7d5dc828af16ca1ab3c793cd52680abdd58107d180205aa69c45c304f68f39
tabular_boost_b-development-0134,tabular_boost_b,tabular,development,single,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.021831000140082324,
tabular_boost_b-development-0134,tabular_boost_b,tabular,development,single,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.041928999962692615,
tabular_boost_b-development-0134,tabular_boost_b,tabular,development,single,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.15698800007157843,962f80930d16be4dc3a38f1fb133a089d6a8ed9203f7177113c875eba62ae4d9
tabular_boost_b-development-0135,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.02748199995039613,
tabular_boost_b-development-0135,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07177599991337047,
tabular_boost_b-development-0135,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.17907899973579333,e9345ab27bf8e536e01d2bbe118d72187dccfeda0dc13dccd0acef16f9092657
tabular_boost_b-development-0136,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.018384999748377595,
tabular_boost_b-development-0136,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.018134000129066408,
tabular_boost_b-development-0136,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.021180000203457894,8a355a36bc4f06b595f006d6ebe1090fc4afde10ade4a87cc52684d8411cb43b
tabular_boost_b-development-0137,tabular_boost_b,tabular,development,composite,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.02476700001352583,
tabular_boost_b-development-0137,tabular_boost_b,tabular,development,composite,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.063510000018141,
tabular_boost_b-development-0137,tabular_boost_b,tabular,development,composite,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.16286900017803418,9aec948d21e6592e698b6c5362a0ce90503a16cb09b31b5e8f186e47e675fc3b
tabular_boost_b-development-0138,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.02689099983399501,
tabular_boost_b-development-0138,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07531299979746109,
tabular_boost_b-development-0138,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.17124499981946428,c1ed77a93a6f9b84877b06d69b5f7e3574e87321a5c44e8ac3858ba410370900
tabular_boost_b-development-0139,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.016832000255817547,
tabular_boost_b-development-0139,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.018103999991581077,
tabular_boost_b-development-0139,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.02028800008702092,27423f2fa0469197e868b2265c2bb3b55d5bc70080bc502bd6735dd65a101700
tabular_boost_b-development-0140,tabular_boost_b,tabular,development,single,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,3.0,0.0,0,False,0.0,0.0,False,0.0,0.033272999644395895,
tabular_boost_b-development-0140,tabular_boost_b,tabular,development,single,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.0,3.0,0.0,0,False,0.0,0.0,False,0.0,0.034795999908965314,
tabular_boost_b-development-0140,tabular_boost_b,tabular,development,single,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.17538300016894937,18da967e329085245ddaa55e5d332bd10418aad93d95467e127d25c79e8bc88e
tabular_boost_b-development-0141,tabular_boost_b,tabular,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.025618000108806882,
tabular_boost_b-development-0141,tabular_boost_b,tabular,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,0.0,1.0,0.0,0,False,0.0,0.0,False,0.0,0.06272899963732925,
tabular_boost_b-development-0141,tabular_boost_b,tabular,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.18365799996900023,e5bb452c8608d5ef04e7abe60ec0f22d90b0d67664ced78b1b32a19adf42195b
tabular_boost_b-development-0142,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.2,0.0,37.0,0.0,0,False,0.0,0.0,False,1.0,0.03025700016223709,
tabular_boost_b-development-0142,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.2,0.0,37.0,0.0,0,False,0.0,0.0,False,1.0,0.03336300005685189,
tabular_boost_b-development-0142,tabular_boost_b,tabular,development,unknown_ambiguous,moderate,True,True,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.25,0.0,36.0,0.0,0,True,0.0,0.0,False,1.0,0.18357899989496218,6f1a8657d62079281f5697de65ef98f20f6288e66ae47a3f3ab2def97aa561d0
tabular_boost_b-development-0143,tabular_boost_b,tabular,development,composite,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.03045799985557096,
tabular_boost_b-development-0143,tabular_boost_b,tabular,development,composite,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07233700034703361,
tabular_boost_b-development-0143,tabular_boost_b,tabular,development,composite,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.17524299983051606,ff3ef0e81a4679463c44e1cc4b662c84a72afbc72218a898a5f5e83e42e5c5e4
tabular_boost_b-development-0144,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.017704000129015185,
tabular_boost_b-development-0144,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.018445000023348257,
tabular_boost_b-development-0144,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.020568999843817437,97c91fc7b52711c37b1767e18211b955d3371c0f056721bdcaa7a7ee18cb0559
tabular_boost_b-development-0145,tabular_boost_b,tabular,development,single,moderate,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.02126100025634514,
tabular_boost_b-development-0145,tabular_boost_b,tabular,development,single,moderate,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.056847999985620845,
tabular_boost_b-development-0145,tabular_boost_b,tabular,development,single,moderate,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.15357199981735903,a4d0744b8e08e426df43995ddf0eb571140a75ecbbcf87025271a26f356ee583
tabular_boost_b-development-0146,tabular_boost_b,tabular,development,composite,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.024125999971147394,
tabular_boost_b-development-0146,tabular_boost_b,tabular,development,composite,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.04677900005845004,
tabular_boost_b-development-0146,tabular_boost_b,tabular,development,composite,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.15377199997601565,6ca77562f8596653e7054cceed0b725bb884d0a1c24aebf3d68e5b771d6bbe5f
tabular_boost_b-development-0147,tabular_boost_b,tabular,development,unknown_ambiguous,subtle,True,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,1.0,0.02227200002380414,
tabular_boost_b-development-0147,tabular_boost_b,tabular,development,unknown_ambiguous,subtle,True,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,1.0,0.04191000016362523,
tabular_boost_b-development-0147,tabular_boost_b,tabular,development,unknown_ambiguous,subtle,True,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,1.0,0.15452400020876667,a0a0f56cc05550925df898a66a6b238e4ac28e2892e1c3f2d8e1be107ec2c632
tabular_boost_b-development-0148,tabular_boost_b,tabular,development,clean,none,False,False,independent_if_else,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.017272000150114764,
tabular_boost_b-development-0148,tabular_boost_b,tabular,development,clean,none,False,False,typed_route_without_cut,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.018234999970445642,
tabular_boost_b-development-0148,tabular_boost_b,tabular,development,clean,none,False,False,full_h10,valid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.01972799964278238,c96bab650dfe06ec2772bcd555ab61fc16c04269d8d90256a3e622d35d9b0ea5
tabular_boost_b-development-0149,tabular_boost_b,tabular,development,composite,severe,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.027782999950431986,
tabular_boost_b-development-0149,tabular_boost_b,tabular,development,composite,severe,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07054300021991367,
tabular_boost_b-development-0149,tabular_boost_b,tabular,development,composite,severe,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.1783679999789456,28c013de16bce5b7caa29664c678246f6b15be3729380670b461c5a899d8f4ba
text_transformer_a-development-0000,text_transformer_a,text,development,composite,subtle,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.028012999791826587,
text_transformer_a-development-0000,text_transformer_a,text,development,composite,subtle,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,0.0,2.0,0.0,0,False,0.0,0.0,False,0.0,0.07090500002959743,
text_transformer_a-development-0000,text_transformer_a,text,development,composite,subtle,False,False,full_h10,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,True,0.0,0.0,False,0.0,0.22171000000525964,bb6ddb9a2e6f2ec890b8579aeb6c2cf289cac6d9729713cd01ad527b1e8270a4
text_transformer_a-development-0001,text_transformer_a,text,development,single,moderate,False,False,independent_if_else,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.03462599988779402,
text_transformer_a-development-0001,text_transformer_a,text,development,single,moderate,False,False,typed_route_without_cut,invalid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,False,0.0,0.0,False,0.0,0.04506599998421734,
