run_id,pipeline_id,repository_commit,case_id,mode_id,pipeline_status,detected,stage,contract_id,component_id,root_cause,dependent_violations,evidence_refs,diagnostic_cut,action,repair_plan,repair_executed,target_contract_repaired,recertified,contracts_checked,new_critical_violations,rollback_verified,reported_symptom_count,proposed_repair_count,redundant_repair_count,evidence_completeness,runtime_breakdown_ms,peak_rss_kb,artifact_bytes,canonical_sha256,expected_invalid,expected_stage,expected_contract,expected_root_cause,expected_action,fault_category,repairable,detected_correct,stage_correct,contract_correct,component_correct,root_cause_correct,action_correct,false_certification,false_blocking
external:8c4756455e6538745cc6,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E5_MODEL_ARTIFACT_MISMATCH,B_MLFLOW_QUERY,INVALID,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,external.model_artifact.model_artifact_hash,,[],"[""model_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.7232250000015483, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5545359999814536, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.277760999983002}",393636,13965,6b113513418ab1641d460a31574b4d7c07683bf9b88b663f62eb0433f0055afe,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,MODEL_ARTIFACT_HASH,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
external:7a80bb8c0cd12cba5e3d,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E5_MODEL_ARTIFACT_MISMATCH,B_GREEDY_CROSS_STAGE,INVALID,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,external.model_artifact.model_artifact_hash,MODEL_ARTIFACT_HASH,[],"[""model_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.7097799998518894, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5475030002344283, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2572830000863178}",393636,13965,fcff3a1d815ebbd3bb0b45edb286033875bdc78441a1914bd3d37373e347e5e2,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,MODEL_ARTIFACT_HASH,BLOCK,LOCAL,True,True,True,True,True,True,True,False,False
external:b754713d726f448c8b68,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E5_MODEL_ARTIFACT_MISMATCH,O_FUZZYXAI,INVALID,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,external.model_artifact.model_artifact_hash,MODEL_ARTIFACT_HASH,[],"[""model_manifest.json""]","{""atoms"": [""node:cause:model_artifact_hash/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""restore_registered_model""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:MODEL_ARTIFACT_HASH:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.6902139994053869, ""diagnostic_cut"": 0.11849699967569904, ""graph_build"": 0.5358520002118894, ""recertification"": 2.5384289992871345, ""repair_planning"": 0.054990000535326544, ""total"": 3.9379819991154363}",393636,13965,1f5a449a2143f55c4e27b56c8f2b14c94e33863be1664b081d55e53ffffe76f1,True,MODEL_ARTIFACT,MODEL_ARTIFACT_HASH,MODEL_ARTIFACT_HASH,BLOCK,LOCAL,True,True,True,True,True,True,True,False,False
external:e18a68ef5ee40deea94c,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E6_MODEL_EXPLAINER_VERSION,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6872289995953906, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5564089997278643, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.243637999323255}",393636,13965,9921ed2da4fa2bd6507125c3fe4b089f60be771e6a86f083c504b4031e148c4d,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,MODEL_EXPLAINER_VERSION,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:fc0f0795e41129179e2a,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E6_MODEL_EXPLAINER_VERSION,B_PAIRWISE_RULES,INVALID,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,external.post_hoc_explanation.model_explainer_version,,[],"[""explanation_manifest.json""]",null,BLOCK,"{""operations"": [""rebuild_explanation_for_registered_model""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.7072059997881297, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5442769997898722, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.251482999578002}",393636,13965,e5ef46f53527ff72d8b8a21cb207b099f916faed988577f14196d28cf065115d,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,MODEL_EXPLAINER_VERSION,BLOCK,CROSS_STAGE,True,True,True,True,True,False,True,False,False
external:89f519a1ef87f0e5c21c,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E6_MODEL_EXPLAINER_VERSION,B_MLFLOW_QUERY,INVALID,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,external.post_hoc_explanation.model_explainer_version,,[],"[""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6656189998466289, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5561090001720004, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2217280000186292}",393636,13965,de81263d3c8e1576d139c58ef10c7cb9e80ca9e4780c6cb63f704b6f6d22539e,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,MODEL_EXPLAINER_VERSION,BLOCK,CROSS_STAGE,True,True,True,True,True,False,True,False,False
external:30c147298186df148456,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E6_MODEL_EXPLAINER_VERSION,B_GREEDY_CROSS_STAGE,INVALID,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,external.post_hoc_explanation.model_explainer_version,MODEL_EXPLAINER_VERSION,[],"[""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6657889998678002, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5475529997056583, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2133419995734585}",393636,13965,77e9123731ec60c4ac6f80b97115b464a7a4a5c96a06064350c03f50ac2864ae,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,MODEL_EXPLAINER_VERSION,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:63c749fb78cbc4737fb2,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E6_MODEL_EXPLAINER_VERSION,O_FUZZYXAI,INVALID,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,external.post_hoc_explanation.model_explainer_version,MODEL_EXPLAINER_VERSION,[],"[""explanation_manifest.json""]","{""atoms"": [""node:cause:model_explainer_version/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""rebuild_explanation_for_registered_model""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:MODEL_EXPLAINER_VERSION:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.6770100007997826, ""diagnostic_cut"": 0.11171500045747962, ""graph_build"": 0.5435849998320919, ""recertification"": 2.562102999945637, ""repair_planning"": 0.05527099983737571, ""total"": 3.9496840008723666}",393636,13965,b3a50fff5f5328ab13452d6457f3544ec31ed46f77d4d25cff6c85e2fa14506c,True,POST_HOC_EXPLANATION,MODEL_EXPLAINER_VERSION,MODEL_EXPLAINER_VERSION,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:9e36d711d0b2008b9b72,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E7_PREDICTION_EXPLANATION_BINDING,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6621929996981635, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5757849994552089, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2379779991533724}",393636,13965,5453fd2b19d8a72e4c63d0134cdd6e3f05d90d16421f1e2705316fc22dcdff45,True,INFERENCE,PREDICTION_OBJECT_BINDING,PREDICTION_OBJECT_BINDING,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:11f7ebb9a87efa658485,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E7_PREDICTION_EXPLANATION_BINDING,B_PAIRWISE_RULES,INVALID,True,INFERENCE,PREDICTION_OBJECT_BINDING,external.inference.prediction_object_binding,,[],"[""prediction_manifest.json""]",null,BLOCK,"{""operations"": [""rebuild_explanation_for_registered_model""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.6763390001651715, ""diagnostic_cut"": 0.0, ""graph_build"": 0.547323000319011, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2236620004841825}",393636,13965,1a42090d571a8cb7d8db03c46e5c6c9d41741eff933f79eb671bbf55e3259a4d,True,INFERENCE,PREDICTION_OBJECT_BINDING,PREDICTION_OBJECT_BINDING,BLOCK,CROSS_STAGE,True,True,True,True,True,False,True,False,False
external:558eadfbd2efc3937b11,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E7_PREDICTION_EXPLANATION_BINDING,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6732530000590486, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5487649996211985, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2220179996802472}",393636,13965,20efcfa453f8f819b48dd811c8cf5f2a09e360130bed2e21ebcb90da8e8aaec1,True,INFERENCE,PREDICTION_OBJECT_BINDING,PREDICTION_OBJECT_BINDING,BLOCK,CROSS_STAGE,True,False,False,False,False,False,False,True,False
external:97299a70eaab5b9b2cc9,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E7_PREDICTION_EXPLANATION_BINDING,B_GREEDY_CROSS_STAGE,INVALID,True,INFERENCE,PREDICTION_OBJECT_BINDING,external.inference.prediction_object_binding,PREDICTION_OBJECT_BINDING,[],"[""prediction_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6746460003341781, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5496169997059042, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2242630000400823}",393636,13965,159b1f12221c7ca0228c8bed1cc03fa072763dc9076e32fe262d4f364645e855,True,INFERENCE,PREDICTION_OBJECT_BINDING,PREDICTION_OBJECT_BINDING,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:197927bd31f521e7233b,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E7_PREDICTION_EXPLANATION_BINDING,O_FUZZYXAI,INVALID,True,INFERENCE,PREDICTION_OBJECT_BINDING,external.inference.prediction_object_binding,PREDICTION_OBJECT_BINDING,[],"[""prediction_manifest.json""]","{""atoms"": [""node:cause:prediction_object_binding/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""rebuild_explanation_for_registered_model""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:PREDICTION_OBJECT_BINDING:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.7837959992684773, ""diagnostic_cut"": 0.12268499995116144, ""graph_build"": 0.6090160004532663, ""recertification"": 2.5195340003847377, ""repair_planning"": 0.053076999392942525, ""total"": 4.088107999450585}",393764,13965,3a6afbf3d97731a2dc142f8a201a8a9038915a6cef314b777be47995eaf00255,True,INFERENCE,PREDICTION_OBJECT_BINDING,PREDICTION_OBJECT_BINDING,BLOCK,CROSS_STAGE,True,True,True,True,True,True,True,False,False
external:72637e18e25facc4bb1e,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E8_EXPLANATION_PROVENANCE,B_LOCAL_STRONG,INVALID,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,external.post_hoc_explanation.required_provenance,,[],"[""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.9847640003499691, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5887490005989093, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5735130009488785}",393764,13965,65f3df430ca025945702e39fc8ea2e98e2d081ebbf4f033d0ab00307a072fab1,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,REQUIRED_PROVENANCE,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
external:2c4419ce6036cb5f3713,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E8_EXPLANATION_PROVENANCE,B_PAIRWISE_RULES,INVALID,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,external.post_hoc_explanation.required_provenance,,[],"[""explanation_manifest.json""]",null,BLOCK,"{""operations"": [""restore_explanation_provenance""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.7135369996831287, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5893389998163912, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.3028759994995198}",393764,13965,74cd2f83f7256f0f74b9eb41bfdf2b7c99b8e050b13344c54fb5843b058e57e4,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,REQUIRED_PROVENANCE,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
external:680d6fa359077c1dd1cb,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E8_EXPLANATION_PROVENANCE,B_MLFLOW_QUERY,INVALID,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,external.post_hoc_explanation.required_provenance,,[],"[""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6793539996579057, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5453690000649658, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2247229997228715}",393764,13965,18a3327b80a31128684712f0d20886dd89187cfb33f35a030ecf52413a43800f,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,REQUIRED_PROVENANCE,BLOCK,LOCAL,True,True,True,True,True,False,True,False,False
external:40367f3c8633a792ee8a,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E8_EXPLANATION_PROVENANCE,B_GREEDY_CROSS_STAGE,INVALID,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,external.post_hoc_explanation.required_provenance,REQUIRED_PROVENANCE,[],"[""explanation_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.683793000462174, ""diagnostic_cut"": 0.0, ""graph_build"": 0.5450879998534219, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.2288810003155959}",393764,13965,67610c831c3abe688e4098bc29cc3d0178f70b9d3ab3b1da136af534972ba2b3,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,REQUIRED_PROVENANCE,BLOCK,LOCAL,True,True,True,True,True,True,True,False,False
external:e33819d799e826947106,ext1-sklearn-column-transformer,5799d3eac08bda44fbce3309e641cbf98c5d312a,E8_EXPLANATION_PROVENANCE,O_FUZZYXAI,INVALID,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,external.post_hoc_explanation.required_provenance,REQUIRED_PROVENANCE,[],"[""explanation_manifest.json""]","{""atoms"": [""node:cause:required_provenance/field:_/violation:source_component""], ""optimal"": true, ""size"": 1, ""solver"": ""exact_branch_and_bound""}",BLOCK,"{""fully_executable"": false, ""operations"": [""restore_explanation_provenance""], ""rollback"": [""restore_previous_artifact_snapshot""], ""step_ids"": [""step:issue:REQUIRED_PROVENANCE:1""]}",True,True,True,28,0,True,1,1,0,1.0,"{""audit"": 0.6746150002072682, ""diagnostic_cut"": 0.14156999986880692, ""graph_build"": 0.5393880001065554, ""recertification"": 2.5738639997143764, ""repair_planning"": 0.06582999958482105, ""total"": 3.995266999481828}",393764,13965,d7d890f056d2b60e2681041a0e740d0dc32cda2d8da7ad611121a8644b57a2e5,True,POST_HOC_EXPLANATION,REQUIRED_PROVENANCE,REQUIRED_PROVENANCE,BLOCK,LOCAL,True,True,True,True,True,True,True,False,False
external:f087dc6e01cb1a1f4abd,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C1_BASELINE,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6427569996958482, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9021820005727932, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5449390002686414}",393764,439715,e16e3db38ffcd9ffef71ef5933f8abc4cd37a72abdcea6f344e980eb17fcf1af,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:cebd976186f924016713,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C1_BASELINE,B_PAIRWISE_RULES,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6546489994434523, ""diagnostic_cut"": 0.0, ""graph_build"": 0.8915830003388692, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5462319997823215}",393764,439715,a73d81dd21861ff546be1bf0ca055274c8f5f302cffb8e34c27e90978f82ac70,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:208e92cee4ae9fded3ea,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C1_BASELINE,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6446609995691688, ""diagnostic_cut"": 0.0, ""graph_build"": 0.8939870003814576, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5386479999506264}",393764,439715,0fc7df765953fc5fad37bd9d430fcfc7f4fbcb9016aadf999cb2bcd43f44f3d4,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:cbf92db4297734c37023,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C1_BASELINE,B_GREEDY_CROSS_STAGE,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6595380000362638, ""diagnostic_cut"": 0.0, ""graph_build"": 0.990393999927619, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.6499319999638828}",393764,439715,46566b668c7ba6488c2a4e0aae19bd9fd5dd198bc0bc00eb176cc384c0125313,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:3430c28cd710f87ba6b3,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C1_BASELINE,O_FUZZYXAI,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6382490000760299, ""diagnostic_cut"": 0.0, ""graph_build"": 0.892984999154578, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5312339992306079}",393764,439715,472cf74478d14ba1864129c47eb7f9910a3dfb5e28cf2392fd10bc5f9ab475df,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:f619caf6c70d9d67ab23,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C2_CONSISTENT_RETRAIN,B_LOCAL_STRONG,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6548889996338403, ""diagnostic_cut"": 0.0, ""graph_build"": 0.8959409997260082, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5508299993598484}",393764,436278,7ea708ca6d31427de99f590d4d768caf9f8c563b63a107afad06bbf4990ed4f0,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:9f19f05362e5a4199c21,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C2_CONSISTENT_RETRAIN,B_PAIRWISE_RULES,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6398519999493146, ""diagnostic_cut"": 0.0, ""graph_build"": 0.8916629994928371, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5315149994421517}",393764,436278,a7e079915c57fd5ab9f7336ba1b52979ec6d8090c8e956d02ccc649101fabb7a,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:ec16ddc5db62b121e928,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C2_CONSISTENT_RETRAIN,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6905350001034094, ""diagnostic_cut"": 0.0, ""graph_build"": 0.8880069999577245, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5785420000611339}",393764,436278,6b62cb9d44c9a97ec02d697ddf8f1505fb49edb23f8480284a076409faac3fdb,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:3c9537d1278d277180ce,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C2_CONSISTENT_RETRAIN,B_GREEDY_CROSS_STAGE,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6406429993148777, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9010399999169749, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5416829992318526}",393764,436278,73a2568eb829afe5242459d389d0221b7ea3e78285bf44ed0a4127f0f622aadf,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:93a31d2a6db974298c6c,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,C2_CONSISTENT_RETRAIN,O_FUZZYXAI,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.7069050006975885, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9016820004035253, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.6085870011011139}",393764,436278,7397a1f1103a491b539bbcc5981699ea6ada88675e62919db46b372aa7b6b5d8,False,,,,ACCEPT,CONTROL,False,True,True,True,True,True,True,False,False
external:b85748c5d0fde4e5913d,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,E1_TARGET_LEAKAGE,B_LOCAL_STRONG,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,,[],"[""dataset_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6665909995717811, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9061700002348516, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5727609998066328}",393764,439715,fe3d3a96ba59242057a93e0ef507a42c0151765b513dcd4430bb29e385234d11,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,False,True,False,False
external:98030aff8159c262af14,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,E1_TARGET_LEAKAGE,B_PAIRWISE_RULES,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,,[],"[""dataset_manifest.json""]",null,BLOCK,"{""operations"": [""repair_target_not_in_features""]}",False,False,False,0,0,False,1,1,0,1.0,"{""audit"": 0.6662109999524546, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9183620004478144, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.584573000400269}",393764,439715,d8bab1a6288f0761c35bafeb8061783583f5ff885d695abb2d0aa56c6eaaa3d9,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,False,True,False,False
external:484f6ddec102f12855a0,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,E1_TARGET_LEAKAGE,B_MLFLOW_QUERY,VALID,False,,,,,[],[],null,ACCEPT,null,False,False,False,0,0,False,0,0,0,1.0,"{""audit"": 0.6669309996141237, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9168599999611615, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5837909995752852}",393764,439715,ff58a3ffb5d020683603a2ce866275b0d9e63a005a302d3ab5581e7ae420171f,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,False,False,False,False,False,False,True,False
external:fe895c259c4109acba18,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,E1_TARGET_LEAKAGE,B_GREEDY_CROSS_STAGE,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,TARGET_NOT_IN_FEATURES,[],"[""dataset_manifest.json""]",null,BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6569729994225781, ""diagnostic_cut"": 0.0, ""graph_build"": 0.9094060005736537, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5663789999962319}",393764,439715,4384b38ca032def8910fd77174044578365b7c5b075b854539d37fa590b9070e,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,True,True,False,False
external:efc0ea3f75b1f0a5123b,ext2-shap-tree-explainer,7716688e0f314d73ed2f90474e911c85bc53c851,E1_TARGET_LEAKAGE,O_FUZZYXAI,INVALID,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,external.data_preparation.target_not_in_features,TARGET_NOT_IN_FEATURES,[],"[""dataset_manifest.json""]","{""atoms"": [], ""optimal"": false, ""size"": 0, ""solver"": ""unavailable""}",BLOCK,null,False,False,False,0,0,False,1,0,0,1.0,"{""audit"": 0.6486880001830286, ""diagnostic_cut"": 0.015168000572884921, ""graph_build"": 0.8968129995992058, ""recertification"": 0.0, ""repair_planning"": 0.0, ""total"": 1.5606690003551194}",393764,439715,8861055bbc0a16fcad3e5c6e8d59ded641e25f67f4daa425c8c0a74f6f350daf,True,DATA_PREPARATION,TARGET_NOT_IN_FEATURES,TARGET_NOT_IN_FEATURES,BLOCK,LOCAL,False,True,True,True,True,True,True,False,False
