source_index,incident_id,repository_id,accepted,reason,contract_family,source_component,changed_files,gold_repair_operation,route_relevance_score
178,pytest-dev__pytest-7373,pytest-dev/pytest,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,artifact,"[""src/_pytest/mark/evaluate.py""]",artifact_regeneration,11
179,pytest-dev__pytest-7432,pytest-dev/pytest,False,outside_locked_route_contracts,DEPENDENCY_VERSION,dependencies,"[""src/_pytest/skipping.py""]",dependency_pin_update,2
180,pytest-dev__pytest-7490,pytest-dev/pytest,False,eligible_not_selected_by_locked_quota,SERIALIZATION,artifact,"[""src/_pytest/skipping.py""]",serialization_format_correction,15
181,pytest-dev__pytest-8365,pytest-dev/pytest,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""src/_pytest/tmpdir.py""]",artifact_regeneration,11
182,pytest-dev__pytest-8906,pytest-dev/pytest,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,runtime,"[""src/_pytest/python.py""]",dependency_pin_update,4
183,pytest-dev__pytest-9359,pytest-dev/pytest,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,artifact,"[""src/_pytest/_code/source.py""]",artifact_regeneration,6
184,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,MODEL_EXPLAINER_VERSION,model,"[""sklearn/linear_model/ridge.py""]",model_explainer_version_alignment,10
185,scikit-learn__scikit-learn-10508,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,PREPROCESSING_SCHEMA,preprocessing,"[""sklearn/preprocessing/label.py""]",schema_synchronization,24
186,scikit-learn__scikit-learn-10949,scikit-learn/scikit-learn,True,accepted_for_h10_c5,PREPROCESSING_SCHEMA,data_schema,"[""sklearn/utils/validation.py""]",schema_synchronization,32
187,scikit-learn__scikit-learn-11040,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,runtime,"[""sklearn/neighbors/base.py""]",schema_synchronization,3
188,scikit-learn__scikit-learn-11281,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,model,"[""sklearn/mixture/base.py""]",configuration_correction,10
189,scikit-learn__scikit-learn-12471,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,PREPROCESSING_SCHEMA,preprocessing,"[""sklearn/preprocessing/_encoders.py""]",schema_synchronization,16
190,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,model,"[""sklearn/mixture/base.py""]",schema_synchronization,11
191,scikit-learn__scikit-learn-13241,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,preprocessing,"[""sklearn/decomposition/kernel_pca.py""]",schema_synchronization,5
192,scikit-learn__scikit-learn-13439,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,dependencies,"[""sklearn/pipeline.py""]",schema_synchronization,3
193,scikit-learn__scikit-learn-13496,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,MODEL_LOADING,model,"[""sklearn/ensemble/iforest.py""]",pipeline_stage_rerun,7
194,scikit-learn__scikit-learn-13497,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,preprocessing,"[""sklearn/feature_selection/mutual_info_.py""]",schema_synchronization,6
195,scikit-learn__scikit-learn-13584,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,configuration,"[""sklearn/utils/_pprint.py""]",schema_synchronization,3
196,scikit-learn__scikit-learn-13779,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,MODEL_LOADING,model,"[""sklearn/ensemble/voting.py""]",pipeline_stage_rerun,7
197,scikit-learn__scikit-learn-14087,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,model,"[""sklearn/linear_model/logistic.py""]",schema_synchronization,5
198,scikit-learn__scikit-learn-14092,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,configuration,"[""sklearn/neighbors/nca.py""]",configuration_correction,16
199,scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sklearn/svm/base.py""]",artifact_regeneration,5
200,scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,model,"[""sklearn/model_selection/_split.py""]",dependency_pin_update,3
201,scikit-learn__scikit-learn-15512,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,dependencies,"[""sklearn/cluster/_affinity_propagation.py""]",schema_synchronization,4
202,scikit-learn__scikit-learn-15535,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sklearn/metrics/cluster/_supervised.py""]",schema_synchronization,3
203,scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,True,accepted_for_h10_c5,PREPROCESSING_SCHEMA,model,"[""sklearn/isotonic.py""]",schema_synchronization,33
204,scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,True,accepted_for_h10_c5,PREPROCESSING_SCHEMA,preprocessing,"[""sklearn/compose/_column_transformer.py""]",schema_synchronization,46
205,scikit-learn__scikit-learn-25638,scikit-learn/scikit-learn,False,eligible_not_selected_by_locked_quota,PREPROCESSING_SCHEMA,data_schema,"[""sklearn/utils/multiclass.py""]",schema_synchronization,27
206,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,True,accepted_for_h10_c5,DATA_CONTRACT,data_schema,"[""sklearn/utils/_set_output.py""]",schema_synchronization,36
207,sphinx-doc__sphinx-10325,sphinx-doc/sphinx,False,feature_or_enhancement,PIPELINE_CONFIGURATION,configuration,"[""sphinx/ext/autodoc/__init__.py""]",configuration_correction,10
208,sphinx-doc__sphinx-10451,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,configuration,"[""sphinx/ext/autodoc/typehints.py""]",configuration_correction,7
209,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,dependencies,"[""sphinx/util/rst.py""]",dependency_pin_update,6
210,sphinx-doc__sphinx-7686,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sphinx/ext/autosummary/generate.py""]",artifact_regeneration,3
211,sphinx-doc__sphinx-7738,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,dependencies,"[""sphinx/ext/napoleon/docstring.py""]",dependency_pin_update,4
212,sphinx-doc__sphinx-7975,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sphinx/environment/adapters/indexentries.py""]",schema_synchronization,12
213,sphinx-doc__sphinx-8273,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,configuration,"[""sphinx/builders/manpage.py""]",artifact_regeneration,9
214,sphinx-doc__sphinx-8282,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,configuration,"[""sphinx/ext/autodoc/__init__.py""]",artifact_regeneration,5
215,sphinx-doc__sphinx-8435,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,configuration,"[""sphinx/ext/autodoc/__init__.py""]",configuration_correction,5
216,sphinx-doc__sphinx-8474,sphinx-doc/sphinx,False,outside_locked_route_contracts,,runtime,"[""sphinx/domains/std.py""]",,1
217,sphinx-doc__sphinx-8506,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,configuration,"[""sphinx/domains/std.py""]",configuration_correction,13
218,sphinx-doc__sphinx-8595,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,dependencies,"[""sphinx/ext/autodoc/__init__.py""]",dependency_pin_update,3
219,sphinx-doc__sphinx-8627,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,dependencies,"[""sphinx/util/typing.py""]",artifact_regeneration,9
220,sphinx-doc__sphinx-8713,sphinx-doc/sphinx,True,accepted_for_h10_c5,PIPELINE_CONFIGURATION,configuration,"[""sphinx/ext/napoleon/docstring.py""]",configuration_correction,22
221,sphinx-doc__sphinx-8721,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,dependencies,"[""sphinx/ext/viewcode.py""]",dependency_pin_update,3
222,sphinx-doc__sphinx-8801,sphinx-doc/sphinx,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,runtime,"[""sphinx/ext/autodoc/importer.py""]",dependency_pin_update,3
223,sympy__sympy-11400,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/ccode.py""]",,1
224,sympy__sympy-11870,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,runtime,"[""sympy/functions/elementary/trigonometric.py""]",dependency_pin_update,2
225,sympy__sympy-11897,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/latex.py""]",,1
226,sympy__sympy-12171,sympy/sympy,False,outside_locked_route_contracts,PIPELINE_CONFIGURATION,configuration,"[""sympy/printing/mathematica.py""]",configuration_correction,2
227,sympy__sympy-12236,sympy/sympy,False,eligible_not_selected_by_locked_quota,DEPENDENCY_VERSION,dependencies,"[""sympy/polys/domains/polynomialring.py""]",dependency_pin_update,3
228,sympy__sympy-12419,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,runtime,"[""sympy/matrices/expressions/matexpr.py""]",dependency_pin_update,2
229,sympy__sympy-12454,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/matrices/matrices.py""]",schema_synchronization,8
230,sympy__sympy-12481,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/combinatorics/permutations.py""]",,1
231,sympy__sympy-13031,sympy/sympy,False,eligible_not_selected_by_locked_quota,MODEL_EXPLAINER_VERSION,data_schema,"[""sympy/matrices/sparse.py""]",model_explainer_version_alignment,6
232,sympy__sympy-13043,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/integrals/intpoly.py""]",,1
233,sympy__sympy-13146,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/operations.py""]",,1
234,sympy__sympy-13177,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/mod.py""]",,1
235,sympy__sympy-13437,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/functions/combinatorial/numbers.py""]",,1
236,sympy__sympy-13471,sympy/sympy,False,eligible_not_selected_by_locked_quota,SERIALIZATION,artifact,"[""sympy/core/numbers.py""]",serialization_format_correction,9
237,sympy__sympy-13480,sympy/sympy,False,outside_locked_route_contracts,ARTIFACT_PROVENANCE,runtime,"[""sympy/functions/elementary/hyperbolic.py""]",artifact_regeneration,2
238,sympy__sympy-13647,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,data_schema,"[""sympy/matrices/common.py""]",dependency_pin_update,2
239,sympy__sympy-13773,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,runtime,"[""sympy/matrices/common.py""]",schema_synchronization,3
240,sympy__sympy-13895,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/numbers.py""]",,1
241,sympy__sympy-13915,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,dependencies,"[""sympy/core/mul.py""]",dependency_pin_update,2
242,sympy__sympy-13971,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/latex.py""]",,1
243,sympy__sympy-14024,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/numbers.py""]",,1
244,sympy__sympy-14308,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/pretty/pretty.py""]",,1
245,sympy__sympy-14317,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/latex.py""]",,1
246,sympy__sympy-14396,sympy/sympy,True,accepted_for_h10_c5,PIPELINE_CONFIGURATION,configuration,"[""sympy/polys/polyoptions.py""]",configuration_correction,23
247,sympy__sympy-14774,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/latex.py""]",,1
248,sympy__sympy-14817,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/printing/pretty/pretty.py""]",artifact_regeneration,12
249,sympy__sympy-15011,sympy/sympy,False,eligible_not_selected_by_locked_quota,PREPROCESSING_SCHEMA,preprocessing,"[""sympy/utilities/lambdify.py""]",schema_synchronization,5
250,sympy__sympy-15308,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/latex.py""]",,1
251,sympy__sympy-15345,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/mathematica.py""]",,1
252,sympy__sympy-15346,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/simplify/trigsimp.py""]",,1
253,sympy__sympy-15609,sympy/sympy,False,outside_locked_route_contracts,DATA_CONTRACT,data_schema,"[""sympy/printing/latex.py""]",schema_synchronization,2
254,sympy__sympy-15678,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/geometry/util.py""]",artifact_regeneration,5
255,sympy__sympy-16106,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/printing/mathml.py""]",schema_synchronization,10
256,sympy__sympy-16281,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/pretty/pretty.py""]",,1
257,sympy__sympy-16503,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/pretty/pretty.py""]",,1
258,sympy__sympy-16792,sympy/sympy,True,accepted_for_h10_c5,DATA_CONTRACT,data_schema,"[""sympy/utilities/codegen.py""]",schema_synchronization,27
259,sympy__sympy-16988,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/sets/sets.py""]",,1
260,sympy__sympy-17022,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/printing/pycode.py""]",schema_synchronization,7
261,sympy__sympy-17139,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/simplify/fu.py""]",artifact_regeneration,17
262,sympy__sympy-17630,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,dependencies,"[""sympy/matrices/expressions/matexpr.py""]",artifact_regeneration,16
263,sympy__sympy-17655,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,runtime,"[""sympy/geometry/point.py""]",schema_synchronization,6
264,sympy__sympy-18057,sympy/sympy,False,eligible_not_selected_by_locked_quota,PREPROCESSING_SCHEMA,runtime,"[""sympy/core/expr.py""]",schema_synchronization,3
265,sympy__sympy-18087,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,dependencies,"[""sympy/core/exprtools.py""]",dependency_pin_update,2
266,sympy__sympy-18189,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/solvers/diophantine.py""]",schema_synchronization,3
267,sympy__sympy-18199,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,runtime,"[""sympy/ntheory/residue_ntheory.py""]",dependency_pin_update,2
268,sympy__sympy-18532,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/basic.py""]",,1
269,sympy__sympy-18621,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,dependencies,"[""sympy/matrices/expressions/blockmatrix.py""]",artifact_regeneration,10
270,sympy__sympy-18698,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/polys/polytools.py""]",,1
271,sympy__sympy-18835,sympy/sympy,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,runtime,"[""sympy/utilities/iterables.py""]",configuration_correction,3
272,sympy__sympy-19007,sympy/sympy,False,eligible_not_selected_by_locked_quota,MODEL_EXPLAINER_VERSION,data_schema,"[""sympy/matrices/expressions/blockmatrix.py""]",model_explainer_version_alignment,3
273,sympy__sympy-19254,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/polys/factortools.py""]",,1
274,sympy__sympy-19487,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/functions/elementary/complexes.py""]",,1
275,sympy__sympy-20049,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/physics/vector/point.py""]",,1
276,sympy__sympy-20154,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/utilities/iterables.py""]",,1
277,sympy__sympy-20212,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/power.py""]",,1
278,sympy__sympy-20322,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,artifact,"[""sympy/core/mul.py""]",artifact_regeneration,3
279,sympy__sympy-20442,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/physics/units/util.py""]",schema_synchronization,6
280,sympy__sympy-20590,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,runtime,"[""sympy/core/_print_helpers.py""]",dependency_pin_update,2
281,sympy__sympy-20639,sympy/sympy,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,configuration,"[""sympy/printing/pretty/pretty.py""]",configuration_correction,4
282,sympy__sympy-21055,sympy/sympy,False,outside_locked_route_contracts,EXPLAINER_CONFIGURATION,explainer,"[""sympy/assumptions/refine.py""]",configuration_correction,2
283,sympy__sympy-21171,sympy/sympy,False,eligible_not_selected_by_locked_quota,PIPELINE_CONFIGURATION,dependencies,"[""sympy/printing/latex.py""]",configuration_correction,6
284,sympy__sympy-21379,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/core/mod.py""]",artifact_regeneration,6
285,sympy__sympy-21612,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/printing/str.py""]",,1
286,sympy__sympy-21614,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/core/function.py""]",,1
287,sympy__sympy-21627,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/functions/elementary/complexes.py""]",,1
288,sympy__sympy-21847,sympy/sympy,False,outside_locked_route_contracts,PIPELINE_CONFIGURATION,configuration,"[""sympy/polys/monomials.py""]",configuration_correction,2
289,sympy__sympy-22005,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,runtime,"[""sympy/solvers/polysys.py""]",schema_synchronization,5
290,sympy__sympy-22714,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/geometry/point.py""]",artifact_regeneration,9
291,sympy__sympy-22840,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/simplify/cse_main.py""]",schema_synchronization,3
292,sympy__sympy-23117,sympy/sympy,True,accepted_for_h10_c5,DATA_CONTRACT,data_schema,"[""sympy/tensor/array/ndim_array.py""]",schema_synchronization,56
293,sympy__sympy-23191,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/printing/pretty/pretty.py""]",schema_synchronization,6
294,sympy__sympy-23262,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/utilities/lambdify.py""]",,1
295,sympy__sympy-24066,sympy/sympy,True,accepted_for_h10_c5,DATA_CONTRACT,data_schema,"[""sympy/physics/units/unitsystem.py""]",schema_synchronization,17
296,sympy__sympy-24102,sympy/sympy,False,eligible_not_selected_by_locked_quota,ARTIFACT_PROVENANCE,runtime,"[""sympy/parsing/mathematica.py""]",artifact_regeneration,3
297,sympy__sympy-24152,sympy/sympy,False,outside_locked_route_contracts,,runtime,"[""sympy/physics/quantum/tensorproduct.py""]",,1
298,sympy__sympy-24213,sympy/sympy,False,eligible_not_selected_by_locked_quota,DATA_CONTRACT,data_schema,"[""sympy/physics/units/unitsystem.py""]",schema_synchronization,15
299,sympy__sympy-24909,sympy/sympy,False,outside_locked_route_contracts,DEPENDENCY_VERSION,dependencies,"[""sympy/physics/units/prefixes.py""]",dependency_pin_update,2
