incident_id,repository_id,split,method,gold_source_component,gold_contract_family,predicted_source_component,predicted_contract_family,source_and_contract_localization_success,file_hit_at_1,file_hit_at_3,component_precision,component_recall,component_F1,repair_set_precision,repair_set_recall,repair_set_F1,exact_repair_set_match,abstention_rate,false_localization_rate,new_critical_violation_count,full_recertification_success,project_test_pass,benchmark_fail_to_pass_available,evidence_access_count,distinct_artifacts_opened,hypothesis_count,test_rerun_count,repair_action_count,recertification_check_count,formal_operation_cost,machine_runtime_ms,predicted_repair_operation,gold_repair_operation
scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,held_out,B_TRACE,model,PREPROCESSING_SCHEMA,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.238593,configuration_correction,schema_synchronization
scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,held_out,B_RULE,model,PREPROCESSING_SCHEMA,model,DEPENDENCY_VERSION,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.662987,dependency_pin_update,schema_synchronization
scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,held_out,B_GREEDY,model,PREPROCESSING_SCHEMA,model,PREPROCESSING_SCHEMA,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.725859,schema_synchronization,schema_synchronization
scikit-learn__scikit-learn-25500,scikit-learn/scikit-learn,held_out,O_ROUTE,model,PREPROCESSING_SCHEMA,model,PREPROCESSING_SCHEMA,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,1.443107,schema_synchronization,schema_synchronization
scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,held_out,B_TRACE,preprocessing,PREPROCESSING_SCHEMA,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.336217,configuration_correction,schema_synchronization
scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,held_out,B_RULE,preprocessing,PREPROCESSING_SCHEMA,preprocessing,DEPENDENCY_VERSION,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.868898,dependency_pin_update,schema_synchronization
scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,held_out,B_GREEDY,preprocessing,PREPROCESSING_SCHEMA,preprocessing,PREPROCESSING_SCHEMA,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.981272,schema_synchronization,schema_synchronization
scikit-learn__scikit-learn-25570,scikit-learn/scikit-learn,held_out,O_ROUTE,preprocessing,PREPROCESSING_SCHEMA,preprocessing,PREPROCESSING_SCHEMA,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,2.015439,schema_synchronization,schema_synchronization
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,held_out,B_TRACE,data_schema,DATA_CONTRACT,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.355164,configuration_correction,schema_synchronization
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,held_out,B_RULE,data_schema,DATA_CONTRACT,data_schema,DEPENDENCY_VERSION,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.852646,dependency_pin_update,schema_synchronization
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,held_out,B_GREEDY,data_schema,DATA_CONTRACT,data_schema,PREPROCESSING_SCHEMA,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,0,4.0,0.980719,schema_synchronization,schema_synchronization
scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,held_out,O_ROUTE,data_schema,DATA_CONTRACT,data_schema,PREPROCESSING_SCHEMA,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,0,8.0,2.055408,schema_synchronization,schema_synchronization
sphinx-doc__sphinx-8713,sphinx-doc/sphinx,held_out,B_TRACE,configuration,PIPELINE_CONFIGURATION,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.127491,configuration_correction,configuration_correction
sphinx-doc__sphinx-8713,sphinx-doc/sphinx,held_out,B_RULE,configuration,PIPELINE_CONFIGURATION,configuration,DEPENDENCY_VERSION,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.273087,dependency_pin_update,configuration_correction
sphinx-doc__sphinx-8713,sphinx-doc/sphinx,held_out,B_GREEDY,configuration,PIPELINE_CONFIGURATION,configuration,PIPELINE_CONFIGURATION,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.246389,configuration_correction,configuration_correction
sphinx-doc__sphinx-8713,sphinx-doc/sphinx,held_out,O_ROUTE,configuration,PIPELINE_CONFIGURATION,configuration,PIPELINE_CONFIGURATION,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,0.483277,configuration_correction,configuration_correction
sympy__sympy-14396,sympy/sympy,held_out,B_TRACE,configuration,PIPELINE_CONFIGURATION,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.121971,configuration_correction,configuration_correction
sympy__sympy-14396,sympy/sympy,held_out,B_RULE,configuration,PIPELINE_CONFIGURATION,configuration,PREPROCESSING_SCHEMA,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.276615,schema_synchronization,configuration_correction
sympy__sympy-14396,sympy/sympy,held_out,B_GREEDY,configuration,PIPELINE_CONFIGURATION,configuration,PIPELINE_CONFIGURATION,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.228763,configuration_correction,configuration_correction
sympy__sympy-14396,sympy/sympy,held_out,O_ROUTE,configuration,PIPELINE_CONFIGURATION,configuration,PIPELINE_CONFIGURATION,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,0.508608,configuration_correction,configuration_correction
sympy__sympy-16792,sympy/sympy,held_out,B_TRACE,data_schema,DATA_CONTRACT,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.133442,configuration_correction,schema_synchronization
sympy__sympy-16792,sympy/sympy,held_out,B_RULE,data_schema,DATA_CONTRACT,runtime,DATA_CONTRACT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.281464,schema_synchronization,schema_synchronization
sympy__sympy-16792,sympy/sympy,held_out,B_GREEDY,data_schema,DATA_CONTRACT,runtime,DATA_CONTRACT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,0,4.0,0.22244,schema_synchronization,schema_synchronization
sympy__sympy-16792,sympy/sympy,held_out,O_ROUTE,data_schema,DATA_CONTRACT,runtime,DATA_CONTRACT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,0,8.0,0.495398,schema_synchronization,schema_synchronization
sympy__sympy-23117,sympy/sympy,held_out,B_TRACE,data_schema,DATA_CONTRACT,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.07963200000000001,configuration_correction,schema_synchronization
sympy__sympy-23117,sympy/sympy,held_out,B_RULE,data_schema,DATA_CONTRACT,data_schema,DEPENDENCY_VERSION,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,0,3.0,0.20957599999999998,dependency_pin_update,schema_synchronization
sympy__sympy-23117,sympy/sympy,held_out,B_GREEDY,data_schema,DATA_CONTRACT,data_schema,DATA_CONTRACT,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.162687,schema_synchronization,schema_synchronization
sympy__sympy-23117,sympy/sympy,held_out,O_ROUTE,data_schema,DATA_CONTRACT,data_schema,DATA_CONTRACT,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,0.354674,schema_synchronization,schema_synchronization
sympy__sympy-24066,sympy/sympy,held_out,B_TRACE,data_schema,DATA_CONTRACT,runtime,PIPELINE_CONFIGURATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NOT_EXECUTED_LOCAL_PROJECT,True,2,2,0,0,1,0,2.0,0.047019,configuration_correction,schema_synchronization
sympy__sympy-24066,sympy/sympy,held_out,B_RULE,data_schema,DATA_CONTRACT,data_schema,DATA_CONTRACT,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,3,3,1,0,1,3,3.0,0.11766399999999999,schema_synchronization,schema_synchronization
sympy__sympy-24066,sympy/sympy,held_out,B_GREEDY,data_schema,DATA_CONTRACT,data_schema,DATA_CONTRACT,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,4,5,1,0,1,3,4.0,0.093645,schema_synchronization,schema_synchronization
sympy__sympy-24066,sympy/sympy,held_out,O_ROUTE,data_schema,DATA_CONTRACT,data_schema,DATA_CONTRACT,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,NOT_EXECUTED_LOCAL_PROJECT,True,8,8,1,0,1,3,8.0,0.226308,schema_synchronization,schema_synchronization
